Period,GDP-Quarterly (),CPI (Y-o-Y change),Unemployment rate,S&P 500 index,Monthly Home Price index,Initial Jobless Claim,Core CPI Index,Consumer Credit,Non-farm Payroll,Chicago PMI
1952-09-01,2566153.0,2.3,3.1,24.78190476190476,,,,,,
1952-08-01,,3.09,3.4,25.182380952380953,,,,,,
1952-07-01,,3.09,3.2,25.079545454545453,,,,,,
1952-06-01,2547762.0,2.32,3,24.38095238095238,,,,,,
1952-05-01,,1.93,3,23.729200000000002,,,,,,
1952-04-01,,2.33,2.9,23.7444,,,,,,
1952-03-01,2542286.0,1.94,2.9,23.814230769230768,,,,,,
1952-02-01,,2.33,3.1,23.745217391304347,,,,,,
1952-01-01,,4.33,3.2,24.188846153846153,,,,,,
1951-12-01,2515408.0,6,3.1,23.4144,,,,,,
1951-11-01,,6.88,3.5,22.71,,,,,,
1951-10-01,,6.5,3.5,23.355384615384615,,,,,,
1951-09-01,2509880.0,6.97,3.3,23.48421052631579,,,,,,
1951-08-01,,6.58,3.1,22.89217391304348,,,,,,
1951-07-01,,7.47,3.1,21.93190476190476,,,,,,
1951-06-01,2459196.0,8.82,3.2,21.54619047619048,,,,,,
1951-05-01,,9.28,3,21.930000000000003,,,,,,
1951-04-01,,9.32,3.1,21.917599999999997,,,,,,
1951-03-01,2417311.0,9.32,3.4,21.62923076923077,,,,,,
1951-02-01,,9.36,3.4,22.00090909090909,,,,,,
1951-01-01,,8.09,3.7,21.20846153846154,,,,,,
1950-12-01,2384920.0,5.93,4.3,19.75,,,,,,
1950-11-01,,3.78,4.2,19.825652173913046,,,,,,
1950-10-01,,3.8,4.2,19.8692,,,,,,
1950-09-01,2340112.0,2.09,4.4,19.0845,,,,,,
1950-08-01,,2.1,4.5,18.433043478260867,,,,,,
1950-07-01,,1.69,5,17.384,,,,,,
1950-06-01,2253045.0,-0.42,5.4,18.73681818181818,,,,,,
1950-05-01,,-0.42,5.5,18.44076923076923,,,,,,
1950-04-01,,-1.26,5.8,17.83791666666667,,,,,,
1950-03-01,2186365.0,-0.84,6.3,17.353333333333335,,,,,,
1950-02-01,,-1.26,6.4,17.20590909090909,,,,,,
1950-01-01,,-2.08,6.5,16.878800000000002,,,,,,
1949-12-01,2103688.0,-2.07,6.6,16.5436,,,,,,
1949-11-01,,-1.65,6.4,16.110434782608696,,,,,,
1949-10-01,,-2.87,7.9,15.886399999999998,,,,,,
1949-09-01,2121493.0,-2.45,6.6,15.486666666666668,,,,,,
1949-08-01,,-2.86,6.8,15.287826086956523,,,,,,
1949-07-01,,-2.87,6.7,14.762,,,,,,
1949-06-01,2099814.0,-0.83,6.2,13.966818181818182,,,,,,
1949-05-01,,-0.42,6.1,14.776666666666666,,,,,,
1949-04-01,,0.42,5.3,14.8936,,,,,,
1949-03-01,2107001.0,1.71,5,14.911481481481482,,,,,,
1949-02-01,,1.28,4.7,14.768636363636363,,,,,,
1949-01-01,,1.27,4.3,15.3564,,,,,,
1948-12-01,2136440.0,2.99,4,15.191923076923077,,,,,,
1948-11-01,,4.76,3.8,15.290869565217392,,,,,,
1948-10-01,,6.09,3.7,16.1896,,,,,,
1948-09-01,2134056.0,6.52,3.8,15.757619047619048,,,,,,
1948-08-01,,8.89,3.9,15.939545454545454,,,,,,
1948-07-01,,9.91,3.6,16.42142857142857,,,,,,
1948-06-01,2121899.0,9.55,3.6,16.824545454545454,,,,,,
1948-05-01,,9.13,3.5,16.1125,,,,,,
1948-04-01,,8.68,3.9,15.400384615384617,,,,,,
1948-03-01,2087442.0,6.85,4,14.303461538461537,,,,,,
1948-02-01,,9.3,3.8,14.099545454545455,,,,,,
1948-01-01,,10.23,3.4,14.825999999999999,,,,,,
1947-12-01,2056508.0,8.84,,15.031818181818181,,,,,,
1947-11-01,,8.45,,15.270588235294118,,,,,,
1947-10-01,,10.58,,15.449545454545454,,,,,,
1947-09-01,2024834.0,12.75,,15.063333333333333,,,,,,
1947-08-01,,11.39,,15.456666666666665,,,,,,
1947-07-01,,12.12,,15.767727272727273,,,,,,
1947-06-01,2029024.0,17.65,,14.847619047619048,,,,,,
1947-05-01,,18.38,,14.332380952380953,,,,,,
1947-04-01,,19.02,,14.60190476190476,,,,,,
1947-03-01,2034450.0,19.67,,15.156190476190474,,,,,,
1947-02-01,,18.78,,15.780526315789473,,,,,,
1947-01-01,,18.13,,15.215909090909092,,,,,,
1946-12-01,,18.13,,15.120952380952382,,,,,,
1946-11-01,,17.68,,14.667777777777777,,,,,,
1946-10-01,,14.92,,14.749130434782609,,,,,,
1946-09-01,,12.71,,15.0935,,,,,,
1946-08-01,,11.6,,17.702727272727273,,,,,,
1946-07-01,,9.39,,18.053636363636365,,,,,,
1946-06-01,,3.31,,18.5805,,,,,,
1946-05-01,,3.35,,18.71227272727273,,,,,,
1946-04-01,,3.37,,18.65142857142857,,,,,,
1946-03-01,,2.81,,17.52190476190476,,,,,,
1946-02-01,,1.69,,17.984444444444446,,,,,,
1946-01-01,,2.25,,18.041363636363634,,,,,,
1945-12-01,,2.25,,17.319473684210525,,,,,,
1945-11-01,,2.26,,17.051052631578948,,,,,,
1945-10-01,,2.26,,16.496363636363636,,,,,,
1945-09-01,,2.26,,15.83578947368421,,,,,,
1945-08-01,,2.26,,14.825714285714284,,,,,,
1945-07-01,,2.26,,14.78142857142857,,,,,,
1945-06-01,,2.84,,15.086666666666666,,,,,,
1945-05-01,,2.29,,14.813636363636363,,,,,,
1945-04-01,,1.71,,14.265714285714285,,,,,,
1945-03-01,,2.3,,13.937142857142858,,,,,,
1945-02-01,,2.3,,13.946111111111112,,,,,,
1945-01-01,,2.3,,13.485454545454546,,,,,,
1944-12-01,,2.3,,13.084999999999999,,,,,,
1944-11-01,,1.72,,12.822,,,,,,
1944-10-01,,1.72,,12.895238095238096,,,,,,
1944-09-01,,1.72,,12.597,,,,,,
1944-08-01,,2.31,,12.82,,,,,,
1944-07-01,,1.72,,13.008000000000001,,,,,,
1944-06-01,,0.57,,12.67818181818182,,,,,,
1944-05-01,,0,,12.100909090909092,,,,,,
1944-04-01,,0.57,,11.878421052631579,,,,,,
1944-03-01,,1.16,,12.096086956521738,,,,,,
1944-02-01,,2.96,,11.7705,,,,,,
1944-01-01,,2.96,,11.848095238095238,,,,,,
1943-12-01,,2.96,,11.480434782608697,,,,,,
1943-11-01,,3.57,,11.332105263157894,,,,,,
1943-10-01,,4.19,,11.869,,,,,,
1943-09-01,,5.45,,11.986190476190476,,,,,,
1943-08-01,,4.85,,11.739090909090908,,,,,,
1943-07-01,,6.1,,12.359523809523811,,,,,,
1943-06-01,,7.36,,12.085,,,,,,
1943-05-01,,7.36,,11.894,,,,,,
1943-04-01,,8.07,,11.450952380952382,,,,,,
1943-03-01,,7.5,,11.065217391304348,,,,,,
1943-02-01,,6.96,,10.678333333333335,,,,,,
1943-01-01,,7.64,,10.089,,,,,,
1942-12-01,,9.03,,9.518181818181818,,,,,,
1942-11-01,,9.09,,9.45722222222222,,,,,,
1942-10-01,,9.15,,9.313809523809525,,,,,,
1942-09-01,,9.27,,8.682857142857143,,,,,,
1942-08-01,,10.74,,8.59047619047619,,,,,,
1942-07-01,,11.56,,8.635652173913044,,,,,,
1942-06-01,,10.88,,8.325000000000001,,,,,,
1942-05-01,,13.19,,7.929047619047618,,,,,,
1942-04-01,,12.59,,7.835238095238095,,,,,,
1942-03-01,,12.68,,8.18909090909091,,,,,,
1942-02-01,,12.06,,8.65388888888889,,,,,,
1942-01-01,,11.35,,8.935714285714287,,,,,,
1941-12-01,,9.93,,8.756818181818183,,,,,,
1941-11-01,,10,,9.367058823529412,,,,,,
1941-10-01,,9.29,,9.810454545454546,,,,,,
1941-09-01,,7.86,,10.244761904761905,,,,,,
1941-08-01,,6.43,,10.216190476190476,,,,,,
1941-07-01,,5,,10.271363636363636,,,,,,
1941-06-01,,4.26,,9.75952380952381,,,,,,
1941-05-01,,2.86,,9.42904761904762,,,,,,
1941-04-01,,2.14,,9.640952380952381,,,,,,
1941-03-01,,1.43,,9.955714285714285,,,,,,
1941-02-01,,0.71,,9.882105263157895,,,,,,
1941-01-01,,1.44,,10.538636363636364,,,,,,
1940-12-01,,0.71,,10.5348,,,,,,
1940-11-01,,0,,10.98304347826087,,,,,,
1940-10-01,,0,,10.730384615384615,,,,,,
1940-09-01,,-0.71,,10.630833333333333,,,,,,
1940-08-01,,1.45,,10.19814814814815,,,,,,
1940-07-01,,1.45,,9.992307692307692,,,,,,
1940-06-01,,2.17,,9.6712,,,,,,
1940-05-01,,1.45,,10.57846153846154,,,,,,
1940-04-01,,1.45,,12.266538461538461,,,,,,
1940-03-01,,0.72,,12.145999999999999,,,,,,
1940-02-01,,0.72,,12.22,,,,,,
1940-01-01,,-0.71,,12.3,,,,,,
1939-12-01,,0,,12.365599999999999,,,,,,
1939-11-01,,0,,12.668260869565218,,,,,,
1939-10-01,,0,,12.895199999999999,,,,,,
1939-09-01,,0,,12.7744,,,,,,
1939-08-01,,-2.13,,11.53962962962963,,,,,,
1939-07-01,,-2.13,,11.706,,,,,,
1939-06-01,,-2.13,,11.431923076923077,,,,,,
1939-05-01,,-2.13,,11.231538461538461,,,,,,
1939-04-01,,-2.82,,10.83,,,,,,
1939-03-01,,-1.42,,12.385555555555554,,,,,,
1939-02-01,,-1.42,,12.400454545454545,,,,,,
1939-01-01,,-1.41,,12.5012,,,,,,
1938-12-01,,-2.78,,12.68923076923077,,,,,,
1938-11-01,,-3.45,,13.067391304347826,,,,,,
1938-10-01,,-4.11,,13.0572,,,,,,
1938-09-01,,-3.42,,11.7524,,,,,,
1938-08-01,,-2.76,,12.305185185185186,,,,,,
1938-07-01,,-2.76,,12.242799999999999,,,,,,
1938-06-01,,-2.08,,10.212307692307691,,,,,,
1938-05-01,,-2.08,,9.9788,,,,,,
1938-04-01,,-0.7,,9.889199999999999,,,,,,
1938-03-01,,-0.7,,10.311481481481483,,,,,,
1938-02-01,,0,,11.035,,,,,,
1938-01-01,,0.71,,11.308399999999999,,,,,,
1937-12-01,,2.86,,11.016538461538461,,,,,,
1937-11-01,,3.57,,11.199565217391303,,,,,,
1937-10-01,,4.29,,12.2844,,,,,,
1937-09-01,,4.29,,14.368,,,,,,
1937-08-01,,3.57,,16.735,,,,,,
1937-07-01,,4.32,,16.5676,,,,,,
1937-06-01,,4.35,,15.64576923076923,,,,,,
1937-05-01,,5.11,,16.252083333333335,,,,,,
1937-04-01,,4.38,,17.013461538461538,,,,,,
1937-03-01,,3.65,,18.09346153846154,,,,,,
1937-02-01,,2.17,,18.10727272727273,,,,,,
1937-01-01,,2.17,,17.5884,,,,,,
1936-12-01,,1.45,,17.0628,,,,,,
1936-11-01,,1.45,,17.35590909090909,,,,,,
1936-10-01,,2.19,,16.89076923076923,,,,,,
1936-09-01,,2.19,,16.054000000000002,,,,,,
1936-08-01,,2.19,,15.870000000000001,,,,,,
1936-07-01,,1.46,,15.556538461538462,,,,,,
1936-06-01,,0.73,,14.694230769230769,,,,,,
1936-05-01,,-0.72,,14.0876,,,,,,
1936-04-01,,-0.72,,14.8828,,,,,,
1936-03-01,,0,,14.857692307692307,,,,,,
1936-02-01,,0.73,,14.553478260869566,,,,,,
1936-01-01,,1.47,,13.758076923076922,,,,,,
1935-12-01,,2.99,,13.042,,,,,,
1935-11-01,,2.22,,13.042608695652175,,,,,,
1935-10-01,,1.48,,11.916153846153845,,,,,,
1935-09-01,,0.74,,11.606250000000001,,,,,,
1935-08-01,,2.24,,11.374444444444444,,,,,,
1935-07-01,,2.24,,10.653461538461539,,,,,,
1935-06-01,,2.24,,10.1176,,,,,,
1935-05-01,,3.76,,9.753461538461538,,,,,,
1935-04-01,,3.76,,9.0388,,,,,,
1935-03-01,,3.01,,8.409230769230769,,,,,,
1935-02-01,,3.01,,8.979545454545455,,,,,,
1935-01-01,,3.03,,9.25923076923077,,,,,,
1934-12-01,,1.52,,9.2608,,,,,,
1934-11-01,,2.27,,9.204347826086956,,,,,,
1934-10-01,,2.27,,8.954230769230769,,,,,,
1934-09-01,,3.03,,8.875,,,,,,
1934-08-01,,1.52,,9.095555555555555,,,,,,
1934-07-01,,2.29,,9.4656,,,,,,
1934-06-01,,5.51,,9.936538461538463,,,,,,
1934-05-01,,5.56,,9.811153846153847,,,,,,
1934-04-01,,5.56,,10.9156,,,,,,
1934-03-01,,5.56,,10.727692307692308,,,,,,
1934-02-01,,4.72,,11.321363636363635,,,,,,
1934-01-01,,2.33,,10.542307692307693,,,,,,
1933-12-01,,0.76,,9.9696,,,,,,
1933-11-01,,0,,9.775416666666667,,,,,,
1933-10-01,,-0.75,,9.5476,,,,,,
1933-09-01,,-1.49,,10.580833333333333,,,,,,
1933-08-01,,-2.22,,10.671304347826087,,,,,,
1933-07-01,,-3.68,,11.231250000000001,,,,,,
1933-06-01,,-6.62,,10.391923076923076,,,,,,
1933-05-01,,-8.03,,8.87346153846154,,,,,,
1933-04-01,,-9.35,,6.890000000000001,,,,,,
1933-03-01,,-10,,6.225,,,,,,
1933-02-01,,-9.93,,6.245454545454546,,,,,,
1933-01-01,,-9.79,,7.089166666666667,,,,,,
1932-12-01,,-10.27,,6.820384615384616,,,,,,
1932-11-01,,-10.2,,7.045833333333333,,,,,,
1932-10-01,,-10.74,,7.1208,,,,,,
1932-09-01,,-10.67,,8.2596,,,,,,
1932-08-01,,-10.6,,7.532962962962962,,,,,,
1932-07-01,,-9.93,,5.008333333333334,,,,,,
1932-06-01,,-9.93,,4.766153846153847,,,,,,
1932-05-01,,-10.46,,5.5116,,,,,,
1932-04-01,,-10.32,,6.279615384615385,,,,,,
1932-03-01,,-10.26,,8.256538461538462,,,,,,
1932-02-01,,-10.19,,8.227391304347826,,,,,,
1932-01-01,,-10.06,,8.3,,,,,,
1931-12-01,,-9.32,,8.4404,,,,,,
1931-11-01,,-10.37,,10.390434782608695,,,,,,
1931-10-01,,-9.7,,10.248461538461537,,,,,,
1931-09-01,,-9.64,,11.8275,,,,,,
1931-08-01,,-8.48,,13.899615384615384,,,,,,
1931-07-01,,-9.04,,14.328846153846154,,,,,,
1931-06-01,,-10.12,,13.873846153846156,,,,,,
1931-05-01,,-9.47,,14.328800000000001,,,,,,
1931-04-01,,-8.82,,15.856,,,,,,
1931-03-01,,-7.69,,17.526923076923076,,,,,,
1931-02-01,,-7.65,,17.203181818181818,,,,,,
1931-01-01,,-7.02,,15.98076923076923,,,,,,
1930-12-01,,-6.4,,15.514615384615384,,,,,,
1930-11-01,,-5.2,,16.61695652173913,,,,,,
1930-10-01,,-4.62,,17.920384615384616,,,,,,
1930-09-01,,-4.05,,20.7716,,,,,,
1930-08-01,,-4.62,,20.7936,,,,,,
1930-07-01,,-4.05,,21.0644,,,,,,
1930-06-01,,-1.75,,21.5204,,,,,,
1930-05-01,,-0.59,,23.9396,,,,,,
1930-04-01,,0.59,,25.459999999999997,,,,,,
1930-03-01,,-0.59,,23.943846153846152,,,,,,
1930-02-01,,-0.58,,23.06681818181818,,,,,,
1930-01-01,,0,,21.703461538461536,,,,,,
1929-12-01,,0.58,,21.402399999999997,,,,,,
1929-11-01,,0.58,,20.581764705882353,,,,,,
1929-10-01,,0.58,,27.989615384615384,,,,,,
1929-09-01,,0,,31.304583333333337,,,,,,
1929-08-01,,1.17,,30.101923076923075,,,,,,
1929-07-01,,1.17,,28.48076923076923,,,,,,
1929-06-01,,0,,26.1452,,,,,,
1929-05-01,,-1.16,,25.661923076923078,,,,,,
1929-04-01,,-1.17,,25.278846153846153,,,,,,
1929-03-01,,-0.58,,25.434583333333332,,,,,,
1929-02-01,,0,,24.986,,,,,,
1929-01-01,,-1.16,,24.86076923076923,,,,,,
1928-12-01,,-1.16,,23.1496,,,,,,
1928-11-01,,-0.58,,23.056956521739128,,,,,,
1928-10-01,,-1.15,,21.604615384615386,,,,,,
1928-09-01,,0,,21.167916666666667,,,,,,
1928-08-01,,-0.58,,19.782222222222224,,,,,,
1928-07-01,,-1.16,,19.1628,,,,,,
1928-06-01,,-2.84,,19.016538461538463,,,,,,
1928-05-01,,-1.15,,20.00409090909091,,,,,,
1928-04-01,,-1.16,,19.39818181818182,,,,,,
1928-03-01,,-1.16,,18.246666666666666,,,,,,
1928-02-01,,-1.72,,17.317391304347826,,,,,,
1928-01-01,,-1.14,,17.526,,,,,,
1927-12-01,,-2.26,,,,,,,,
1927-11-01,,-2.26,,,,,,,,
1927-10-01,,-1.14,,,,,,,,
1927-09-01,,-1.14,,,,,,,,
1927-08-01,,-1.15,,,,,,,,
1927-07-01,,-1.14,,,,,,,,
1927-06-01,,-0.56,,,,,,,,
1927-05-01,,-2.25,,,,,,,,
1927-04-01,,-3.35,,,,,,,,
1927-03-01,,-2.81,,,,,,,,
1927-02-01,,-2.79,,,,,,,,
1927-01-01,,-2.23,,,,,,,,
1926-12-01,,-1.12,,,,,,,,
1926-11-01,,-1.67,,,,,,,,
1926-10-01,,-0.56,,,,,,,,
1926-09-01,,-1.13,,,,,,,,
1926-08-01,,-1.69,,,,,,,,
1926-07-01,,-1.13,,,,,,,,
1926-06-01,,1.14,,,,,,,,
1926-05-01,,2.89,,,,,,,,
1926-04-01,,4.07,,,,,,,,
1926-03-01,,2.89,,,,,,,,
1926-02-01,,4.07,,,,,,,,
1926-01-01,,3.47,,,,,,,,
1925-12-01,,3.47,,,,,,,,
1925-11-01,,4.65,,,,,,,,
1925-10-01,,2.91,,,,,,,,
1925-09-01,,3.51,,,,,,,,
1925-08-01,,4.12,,,,,,,,
1925-07-01,,3.51,,,,,,,,
1925-06-01,,2.94,,,,,,,,
1925-05-01,,1.76,,,,,,,,
1925-04-01,,1.18,,,,,,,,
1925-03-01,,1.17,,,,,,,,
1925-02-01,,0,,,,,,,,
1925-01-01,,0,,,,,,,,
1924-12-01,,0,,,,,,,,
1924-11-01,,-0.58,,,,,,,,
1924-10-01,,-0.58,,,,,,,,
1924-09-01,,-0.58,,,,,,,,
1924-08-01,,-0.58,,,,,,,,
1924-07-01,,-0.58,,,,,,,,
1924-06-01,,0,,,,,,,,
1924-05-01,,0.59,,,,,,,,
1924-04-01,,0.59,,,,,,,,
1924-03-01,,1.79,,,,,,,,
1924-02-01,,2.38,,,,,,,,
1924-01-01,,2.98,,,,,,,,
1923-12-01,,2.37,,,,,,,,
1923-11-01,,2.98,,,,,,,,
1923-10-01,,3.59,,,,,,,,
1923-09-01,,3.61,,,,,,,,
1923-08-01,,3.01,,,,,,,,
1923-07-01,,2.38,,,,,,,,
1923-06-01,,1.8,,,,,,,,
1923-05-01,,1.2,,,,,,,,
1923-04-01,,1.2,,,,,,,,
1923-03-01,,0.6,,,,,,,,
1923-02-01,,-0.59,,,,,,,,
1923-01-01,,-0.59,,,,,,,,
1922-12-01,,-2.31,,,,,,,,
1922-11-01,,-3.45,,,,,,,,
1922-10-01,,-4.57,,,,,,,,
1922-09-01,,-5.14,,,,,,,,
1922-08-01,,-6.21,,,,,,,,
1922-07-01,,-5.08,,,,,,,,
1922-06-01,,-5.11,,,,,,,,
1922-05-01,,-5.65,,,,,,,,
1922-04-01,,-7.73,,,,,,,,
1922-03-01,,-8.74,,,,,,,,
1922-02-01,,-8.15,,,,,,,,
1922-01-01,,-11.05,,,,,,,,
1921-12-01,,-10.82,,,,,,,,
1921-11-01,,-12.12,,,,,,,,
1921-10-01,,-12.06,,,,,,,,
1921-09-01,,-12.5,,,,,,,,
1921-08-01,,-12.81,,,,,,,,
1921-07-01,,-14.9,,,,,,,,
1921-06-01,,-15.79,,,,,,,,
1921-05-01,,-14.08,,,,,,,,
1921-04-01,,-10.84,,,,,,,,
1921-03-01,,-7.11,,,,,,,,
1921-02-01,,-5.64,,,,,,,,
1921-01-01,,-1.55,,,,,,,,
1920-12-01,,2.65,,,,,,,,
1920-11-01,,7.03,,,,,,,,
1920-10-01,,9.94,,,,,,,,
1920-09-01,,12.36,,,,,,,,
1920-08-01,,14.69,,,,,,,,
1920-07-01,,19.54,,,,,,,,
1920-06-01,,23.67,,,,,,,,
1920-05-01,,21.89,,,,,,,,
1920-04-01,,21.56,,,,,,,,
1920-03-01,,20.12,,,,,,,,
1920-02-01,,20.37,,,,,,,,
1920-01-01,,16.97,,,,,,,,
1919-12-01,,14.55,,,,,,,,
1919-11-01,,13.5,,,,,,,,
1919-10-01,,13.13,,,,,,,,
1919-09-01,,13.38,,,,,,,,
1919-08-01,,14.94,,,,,,,,
1919-07-01,,15.23,,,,,,,,
1919-06-01,,14.97,,,,,,,,
1919-05-01,,16.55,,,,,,,,
1919-04-01,,17.61,,,,,,,,
1919-03-01,,17.14,,,,,,,,
1919-02-01,,14.89,,,,,,,,
1919-01-01,,17.86,,,,,,,,
1918-12-01,,20.44,,,,,,,,
1918-11-01,,20.74,,,,,,,,
1918-10-01,,18.52,,,,,,,,
1918-09-01,,18.05,,,,,,,,
1918-08-01,,18.46,,,,,,,,
1918-07-01,,17.97,,,,,,,,
1918-06-01,,13.08,,,,,,,,
1918-05-01,,13.28,,,,,,,,
1918-04-01,,12.7,,,,,,,,
1918-03-01,,16.67,,,,,,,,
1918-02-01,,17.5,,,,,,,,
1918-01-01,,19.66,,,,,,,,
1917-12-01,,18.1,,,,,,,,
1917-11-01,,17.39,,,,,,,,
1917-10-01,,19.47,,,,,,,,
1917-09-01,,19.82,,,,,,,,
1917-08-01,,19.27,,,,,,,,
1917-07-01,,18.52,,,,,,,,
1917-06-01,,20.37,,,,,,,,
1917-05-01,,19.63,,,,,,,,
1917-04-01,,18.87,,,,,,,,
1917-03-01,,14.29,,,,,,,,
1917-02-01,,15.38,,,,,,,,
1917-01-01,,12.5,,,,,,,,
1916-12-01,,12.62,,,,,,,,
1916-11-01,,11.65,,,,,,,,
1916-10-01,,10.78,,,,,,,,
1916-09-01,,9.9,,,,,,,,
1916-08-01,,7.92,,,,,,,,
1916-07-01,,6.93,,,,,,,,
1916-06-01,,6.93,,,,,,,,
1916-05-01,,5.94,,,,,,,,
1916-04-01,,6,,,,,,,,
1916-03-01,,6.06,,,,,,,,
1916-02-01,,4,,,,,,,,
1916-01-01,,2.97,,,,,,,,
1915-12-01,,1.98,,,,,,,,
1915-11-01,,0.98,,,,,,,,
1915-10-01,,0.99,,,,,,,,
1915-09-01,,-0.98,,,,,,,,
1915-08-01,,-0.98,,,,,,,,
1915-07-01,,1,,,,,,,,
1915-06-01,,2.02,,,,,,,,
1915-05-01,,2.02,,,,,,,,
1915-04-01,,2.04,,,,,,,,
1915-03-01,,0,,,,,,,,
1915-02-01,,1.01,,,,,,,,
1915-01-01,,1,,,,,,,,
1914-12-01,,1,,,,,,,,
1914-11-01,,0.99,,,,,,,,
1914-10-01,,1,,,,,,,,
1914-09-01,,2,,,,,,,,
1914-08-01,,3.03,,,,,,,,
1914-07-01,,1.01,,,,,,,,
1914-06-01,,1.02,,,,,,,,
1914-05-01,,2.06,,,,,,,,
1914-04-01,,0,,,,,,,,
1914-03-01,,1.02,,,,,,,,
1914-02-01,,1.02,,,,,,,,
1914-01-01,,2.04,,,,,,,,
