Date,M2,S&P 500,CPI,RE Loan,Initial Claims,Revolving Credit,PMI
2001-05-01,5089.0,2121.87,177.7,135113.0,394500.0,709.59051,41.3
2001-06-01,5138.1,2065.5,178.0,136181.4,397200.0,712.00255,43.2
2001-07-01,5166.9,2014.03,177.5,137900.5,398000.0,707.89002,43.5
2001-08-01,5202.7,1970.64,177.5,140436.0,398000.0,706.69134,46.3
2001-09-01,5313.9,1738.97,178.3,143965.9,435000.0,707.26263,46.2
2001-10-01,5296.5,1798.2,177.7,147810.8,480750.0,705.40852,40.8
2001-11-01,5359.5,1890.07,177.4,150521.9,447500.0,712.65874,44.1
2001-12-01,5439.6,1923.17,176.7,153809.9,416800.0,714.84073,45.3
2002-01-01,5425.6,1910.92,177.1,157434.3,408500.0,714.7815,47.5
2002-02-01,5444.9,1837.39,177.8,161418.3,399000.0,714.8221,50.7
2002-03-01,5493.9,1915.29,178.8,165682.8,415400.0,719.95604,52.4
2002-04-01,5508.5,1835.54,179.8,171561.6,429250.0,725.2277,52.4
2002-05-01,5474.0,1781.59,179.8,177711.2,409000.0,728.3641,53.1
2002-06-01,5511.2,1672.98,179.9,183731.6,387200.0,732.81338,53.6
2002-07-01,5551.9,1489.13,180.1,189969.5,386000.0,736.26446,50.2
2002-08-01,5594.8,1498.91,180.7,194751.2,393600.0,740.48945,50.3
2002-09-01,5619.7,1423.05,181.0,198962.3,409500.0,743.32636,50.5
2002-10-01,5658.4,1399.12,181.3,204832.4,407500.0,747.93958,49.0
2002-11-01,5730.1,1489.66,181.3,207598.5,392200.0,749.90622,48.5
2002-12-01,5776.3,1475.31,180.9,212428.8,414250.0,750.94745,51.6
2003-01-01,5765.8,1463.36,181.7,217684.4,395000.0,754.7894,51.3
2003-02-01,5793.1,1356.84,183.1,223309.2,411000.0,758.60134,48.8
2003-03-01,5853.9,1364.2,184.2,228365.1,427400.0,759.65521,46.3
2003-04-01,5910.7,1437.26,183.8,233024.2,436250.0,760.75243,46.1
2003-05-01,5910.5,1513.9,183.5,237579.7,424000.0,763.70474,49.0
2003-06-01,5964.6,1596.33,183.7,243284.1,421750.0,763.81488,49.0
2003-07-01,6007.6,1601.92,183.9,247846.4,411500.0,764.38866,51.0
2003-08-01,6063.9,1591.01,184.6,252782.8,400200.0,766.3244,53.2
2003-09-01,6035.7,1633.79,185.2,258452.6,395500.0,766.04192,52.4
2003-10-01,6019.8,1666.5,185.0,264931.6,382000.0,765.53519,55.2
2003-11-01,6047.6,1688.99,184.5,271226.3,363000.0,765.00792,58.4
2003-12-01,6068.6,1740.33,184.3,278699.8,358250.0,768.25831,60.1
2004-01-01,6029.0,1815.02,185.2,289190.8,360200.0,770.6725,60.8
2004-02-01,6059.2,1822.55,186.2,297586.4,360750.0,772.36227,59.9
2004-03-01,6138.5,1780.18,187.4,306453.9,342000.0,778.09248,60.6
2004-04-01,6205.6,1789.31,188.0,316621.4,348250.0,775.55479,60.6
2004-05-01,6218.9,1730.9,189.1,327469.5,336200.0,778.08865,61.4
2004-06-01,6241.7,1772.34,189.7,336427.6,349000.0,779.73122,60.5
2004-07-01,6247.7,1732.97,189.4,345464.0,343000.0,786.08714,59.9
2004-08-01,6269.2,1705.57,189.5,357138.9,340750.0,787.01166,58.5
2004-09-01,6302.2,1746.87,189.9,368795.7,337250.0,793.63581,57.4
2004-10-01,6323.9,1737.02,190.9,381559.5,334000.0,796.69649,56.3
2004-11-01,6373.5,1816.5,191.0,389425.4,328750.0,797.18497,56.2
2004-12-01,6416.0,1870.39,190.3,395348.7,325250.0,799.55218,57.2
2005-01-01,6372.7,1838.76,190.7,402554.9,343400.0,804.63576,56.8
2005-02-01,6374.1,1856.41,191.8,408303.3,311750.0,804.10729,55.5
2005-03-01,6433.0,1834.74,193.3,415428.5,332000.0,804.63997,55.2
2005-04-01,6476.5,1776.01,194.6,421121.8,323200.0,810.55839,52.2
2005-05-01,6427.7,1798.99,194.4,427106.4,327000.0,809.21155,50.8
2005-06-01,6479.5,1834.64,194.5,431764.8,325750.0,814.18165,52.4
2005-07-01,6498.4,1856.55,195.4,437124.0,324400.0,814.90846,52.8
2005-08-01,6522.5,1850.17,196.4,440999.0,315750.0,817.84241,52.4
2005-09-01,6555.0,1830.3,198.8,442529.6,382750.0,819.65175,56.8
2005-10-01,6582.3,1776.02,199.2,442386.0,352200.0,821.08267,57.2
2005-11-01,6623.0,1858.61,197.6,442257.7,317250.0,825.87808,56.7
2005-12-01,6676.3,1903.42,196.8,443462.4,316400.0,829.51836,55.1
2006-01-01,6674.4,1913.96,198.3,443626.2,295750.0,879.57712,55.0
2006-02-01,6691.8,1907.0,198.7,446223.1,290750.0,885.28973,55.8
2006-03-01,6764.3,1921.88,199.8,448067.8,301750.0,888.24358,54.3
2006-04-01,6827.6,1918.09,201.5,448031.0,303600.0,893.52692,55.2
2006-05-01,6766.0,1890.79,202.5,448706.1,332750.0,899.47133,53.7
2006-06-01,6819.1,1833.17,202.9,450372.3,305500.0,897.48331,52.0
2006-07-01,6840.5,1838.08,203.5,451481.5,318800.0,898.67663,53.0
2006-08-01,6858.9,1873.65,203.9,448496.0,314250.0,903.92428,53.7
2006-09-01,6886.1,1927.63,202.9,450570.1,316200.0,907.81435,52.2
2006-10-01,6928.9,2005.26,201.8,465994.5,315500.0,911.61451,51.4
2006-11-01,6991.2,2045.46,201.5,465862.4,326250.0,917.34618,50.3
2006-12-01,7066.2,2083.27,201.8,468341.1,324000.0,923.87678,51.4
2007-01-01,7064.1,2088.28,202.416,470321.3,317250.0,927.62946,49.5
2007-02-01,7075.7,2107.27,203.499,470765.7,322750.0,933.3558,51.9
2007-03-01,7172.9,2033.55,205.352,461099.9,309400.0,938.46358,50.7
2007-04-01,7262.5,2101.84,206.686,459068.9,320250.0,941.38651,52.6
2007-05-01,7207.7,2156.87,207.949,460879.0,304250.0,950.62604,52.5
2007-06-01,7251.7,2157.04,208.352,462091.1,315200.0,953.92509,52.6
2007-07-01,7254.4,2166.88,208.299,463875.0,313250.0,958.32231,52.4
2007-08-01,7314.0,2076.52,207.917,468050.1,320000.0,968.22562,50.9
2007-09-01,7334.4,2131.31,208.49,471945.7,313400.0,975.49977,51.0
2007-10-01,7345.0,2187.19,208.936,476958.5,328250.0,982.85285,51.1
2007-11-01,7403.5,2066.57,210.177,481368.7,336000.0,994.56528,50.5
2007-12-01,7471.3,2090.33,210.036,484807.2,348200.0,1001.6253,49.0
2008-01-01,7469.3,1938.73,211.08,488156.0,338750.0,1008.03446,50.3
2008-02-01,7551.3,1899.62,211.693,492580.6,346750.0,1014.94446,47.6
2008-03-01,7685.5,1830.57,213.528,496976.0,363400.0,1016.772,48.3
2008-04-01,7734.4,1893.5,214.823,502667.6,359500.0,1018.53196,48.8
2008-05-01,7676.3,1922.55,216.632,508095.1,366800.0,1019.63696,48.8
2008-06-01,7698.8,1819.32,218.815,514008.8,383250.0,1019.32207,49.8
2008-07-01,7711.6,1696.58,219.964,520728.6,398000.0,1018.3639,50.0
2008-08-01,7709.5,1736.08,219.086,525784.3,433000.0,1017.43052,49.2
2008-09-01,7782.9,1650.95,218.783,539300.0,464000.0,1012.56094,44.8
2008-10-01,7890.8,1327.72,216.573,578084.5,475250.0,1016.46134,38.9
2008-11-01,7980.6,1233.82,212.425,582986.5,519800.0,1010.48206,36.5
2008-12-01,8199.3,1238.97,210.228,588213.9,564000.0,1003.99704,33.1
2009-01-01,8243.8,1216.76,211.143,592623.4,572000.0,1007.21524,34.9
2009-02-01,8272.3,1126.33,212.193,595876.2,644000.0,998.87618,35.5
2009-03-01,8407.4,1056.48,212.709,599026.5,659250.0,984.51263,36.0
2009-04-01,8407.5,1180.54,213.24,603345.4,627750.0,980.66614,39.5
2009-05-01,8394.8,1252.44,213.856,611299.8,612000.0,966.76034,41.7
2009-06-01,8407.5,1274.4,215.693,609688.3,598250.0,963.14709,45.8
2009-07-01,8374.0,1289.8,215.351,607483.7,566500.0,960.21734,49.9
2009-08-01,8353.2,1388.55,215.834,605693.7,559200.0,952.04504,53.5
2009-09-01,8361.5,1435.53,215.969,603658.3,547500.0,947.92326,54.4
2009-10-01,8393.4,1465.88,216.177,602391.6,525400.0,940.39211,56.0
2009-11-01,8468.8,1492.85,216.33,605693.2,494000.0,924.82091,54.4
2009-12-01,8511.2,1526.15,215.949,603108.3,485500.0,916.07663,55.3
2010-01-01,8431.8,1539.03,216.687,599897.3,479800.0,909.53116,57.2
2010-02-01,8475.9,1491.51,216.741,599122.3,485750.0,902.33023,55.8
2010-03-01,8543.6,1571.18,217.631,599082.3,470250.0,897.87961,58.8
2010-04-01,8568.5,1630.09,218.009,601953.8,469000.0,896.60291,58.1
2010-05-01,8550.9,1530.52,218.178,599504.3,459400.0,882.59544,58.3
2010-06-01,8572.9,1475.24,217.965,597422.7,460500.0,877.04312,56.4
2010-07-01,8543.3,1470.08,218.011,596367.2,459200.0,873.22328,56.4
2010-08-01,8574.2,1478.22,218.312,594579.5,475000.0,866.78493,58.0
2010-09-01,8616.1,1524.65,218.439,591725.1,453500.0,862.09068,56.3
2010-10-01,8676.9,1589.93,218.711,589167.3,446800.0,855.38039,57.7
2010-11-01,8742.5,1626.3,218.803,585825.4,426250.0,851.02371,57.6
2010-12-01,8824.7,1681.26,219.179,581983.0,420250.0,839.10267,57.5
2011-01-01,8817.3,1728.67,220.223,577631.2,426800.0,835.41827,59.3
2011-02-01,8854.9,1771.82,221.309,574472.2,401500.0,833.74499,59.9
2011-03-01,8968.4,1732.62,223.467,571577.2,406000.0,835.66793,59.2
2011-04-01,9023.7,1757.19,224.906,568956.3,420600.0,834.22614,59.4
2011-05-01,8994.2,1757.9,225.964,566365.7,422500.0,832.51072,53.9
2011-06-01,9082.9,1692.69,225.722,563699.7,418250.0,836.24843,56.2
2011-07-01,9235.4,1740.99,225.922,560612.8,412600.0,836.45922,52.9
2011-08-01,9430.3,1552.93,226.545,557905.4,409500.0,836.2136,52.8
2011-09-01,9469.1,1535.63,226.889,556043.9,417750.0,838.29307,52.7
2011-10-01,9519.1,1582.51,226.421,553598.5,402400.0,838.23509,51.4
2011-11-01,9602.3,1609.03,226.23,551461.1,389250.0,842.06965,51.5
2011-12-01,9698.6,1635.24,225.672,549550.5,377000.0,840.16423,52.6
2012-01-01,9731.4,1703.05,226.665,549994.1,377750.0,840.20325,53.1
2012-02-01,9756.8,1763.26,227.663,550730.5,363250.0,841.40041,53.5
2012-03-01,9873.3,1797.52,229.392,546905.0,366600.0,840.9817,53.6
2012-04-01,9919.0,1788.48,230.085,545089.7,381750.0,838.95006,54.3
2012-05-01,9852.7,1732.26,229.815,542255.1,373500.0,840.90767,53.4
2012-06-01,9930.3,1711.8,229.478,539122.9,379200.0,838.64593,50.7
2012-07-01,9975.4,1761.62,229.104,535015.0,372500.0,837.31924,50.0
2012-08-01,10038.5,1808.13,230.379,531188.6,373250.0,841.74237,50.7
2012-09-01,10134.6,1851.36,231.407,526932.7,381800.0,841.4003,51.8
2012-10-01,10214.9,1844.9,231.317,522516.5,368500.0,843.95078,50.5
2012-11-01,10312.6,1797.85,230.221,519106.1,401250.0,844.93536,48.8
2012-12-01,10500.9,1838.61,229.601,515274.2,359000.0,839.98084,49.8
2013-01-01,10476.2,1908.09,230.28,511235.8,353000.0,843.48083,52.9
2013-02-01,10449.8,1933.38,232.166,508328.0,353000.0,846.49021,54.6
2013-03-01,10596.4,1977.46,232.773,504747.4,351800.0,845.46574,52.5
2013-04-01,10625.1,2004.88,232.531,499155.3,347250.0,847.14744,50.4
2013-05-01,10548.0,2089.41,232.945,494053.2,347750.0,849.9571,50.2
2013-06-01,10612.5,2057.63,233.504,490790.8,344600.0,849.42815,52.3
2013-07-01,10651.6,2120.23,233.596,487655.9,346000.0,849.92349,53.8
2013-08-01,10706.8,2119.47,233.877,485602.1,333400.0,850.72562,55.6
2013-09-01,10774.2,2138.66,234.149,482694.4,314000.0,851.57568,55.4
2013-10-01,10900.3,2185.94,233.546,479830.5,358500.0,854.89371,55.4
2013-11-01,10944.3,2271.3,233.069,475452.0,328200.0,852.3493,56.0
2013-12-01,11071.4,2302.36,233.049,472495.6,346000.0,854.1388,55.9
2014-01-01,11068.5,2312.33,233.916,469957.9,326750.0,857.83444,52.1
2014-02-01,11120.0,2297.09,234.781,467964.0,335250.0,860.45674,54.8
2014-03-01,11245.1,2340.77,236.293,468049.5,321000.0,862.2017,55.1
2014-04-01,11298.3,2334.01,237.072,467065.0,322750.0,870.54064,55.4
2014-05-01,11241.6,2357.71,237.9,465751.9,313800.0,872.72522,55.8
2014-06-01,11303.5,2424.71,238.343,464844.7,313500.0,873.50963,55.3
2014-07-01,11359.1,2458.06,238.25,463400.3,301750.0,879.0246,55.6
2014-08-01,11389.9,2447.73,237.852,461605.4,302000.0,880.24702,58.1
2014-09-01,11438.8,2485.42,238.031,460160.9,295000.0,881.05822,55.8
2014-10-01,11506.6,2421.72,237.433,459552.0,288750.0,883.35541,57.3
2014-11-01,11582.7,2569.73,236.151,458022.5,291600.0,882.99115,57.5
2014-12-01,11728.0,2596.65,234.812,456420.8,284500.0,887.38164,54.9
2015-01-01,11726.9,2575.79,233.707,454693.2,287600.0,877.87415,53.9
2015-02-01,11815.4,2632.96,234.722,453347.4,301250.0,879.12482,53.3
2015-03-01,11925.4,2614.6,236.119,452306.2,284000.0,885.73525,52.3
2015-04-01,11973.6,2627.95,236.599,450427.9,286000.0,893.20356,51.6
2015-05-01,11876.9,2635.94,237.805,448493.1,274000.0,894.66071,53.1
2015-06-01,11931.4,2611.01,238.638,445812.1,273750.0,900.94749,53.1
2015-07-01,11983.0,2604.43,238.654,443780.0,277750.0,905.47874,51.9
2015-08-01,12040.5,2540.53,238.316,441364.5,275200.0,908.532,51.0
2015-09-01,12110.3,2425.42,237.945,439315.4,269500.0,914.78445,50.0
2015-10-01,12145.5,2526.85,237.838,437291.3,267000.0,916.95191,49.4
2015-11-01,12269.8,2601.98,237.336,436153.4,268500.0,921.12164,48.4
2015-12-01,12399.8,2577.6,236.525,434714.2,271000.0,898.08265,48.0
2016-01-01,12453.9,2403.62,236.916,432475.8,279600.0,901.673,48.2
2016-02-01,12498.3,2383.89,237.111,431020.7,266750.0,904.1768,49.5
2016-03-01,12656.4,2520.16,238.132,429056.3,263250.0,915.85886,51.8
2016-04-01,12750.9,2574.75,239.261,426579.5,266000.0,920.1619,50.8
2016-05-01,12681.0,2552.03,240.236,424535.2,274500.0,922.82909,51.3
2016-06-01,12762.1,2566.26,241.038,422468.3,265250.0,931.25055,
2016-07-01,12820.7,2650.61,240.647,420333.2,259400.0,935.8391,
2016-08-01,12914.4,2675.35,240.849,417988.2,263500.0,940.70606,
2016-09-01,12994.6,2652.63,241.428,415129.1,251500.0,944.53241,
2016-10-01,13061.8,2631.32,241.729,412188.6,255800.0,946.37404,
2016-11-01,13169.9,2662.43,241.353,409172.8,245750.0,957.48852,
2016-12-01,13292.0,2761.93,241.432,405895.4,252200.0,960.09549,
2017-01-01,13274.1,2780.75,242.839,403156.4,246500.0,962.27791,
2017-02-01,13287.3,2838.78,243.603,400509.8,239750.0,967.60004,
2017-03-01,13476.1,2881.41,243.801,398468.0,250250.0,971.54202,
2017-04-01,13542.9,2863.78,244.524,396305.6,242000.0,973.47627,
2017-05-01,13454.3,2905.04,244.733,397745.6,239750.0,977.97569,
2017-06-01,13496.6,2949.23,244.955,395455.3,240250.0,982.70927,
2017-07-01,13569.2,2975.65,244.786,393080.9,243600.0,985.19087,
2017-08-01,13632.6,2969.33,245.519,390474.0,239750.0,989.25535,
2017-09-01,13688.4,2997.72,246.819,388022.3,269400.0,994.96467,
2017-10-01,13728.9,3076.82,246.663,385770.9,236250.0,1004.03807,
2017-11-01,13791.8,3120.8,246.669,383295.9,238500.0,1015.23582,
2017-12-01,13919.8,3207.79,246.524,381275.1,235800.0,1016.8066,
2018-01-01,13837.3,3340.64,247.867,378880.2,234250.0,1021.29539,
2018-02-01,13831.6,3224.67,248.991,376119.3,221500.0,1023.91497,
2018-03-01,14022.9,3214.55,249.554,372905.8,225600.0,1026.30297,
2018-04-01,14064.4,3143.61,250.546,369909.4,222500.0,1018.55914,
2018-05-01,13984.6,3187.05,251.588,365823.1,221250.0,1024.12974,
2018-06-01,14079.4,3244.24,251.989,362507.8,221600.0,1024.39845,
2018-07-01,14114.0,3290.3,252.006,359810.3,219750.0,1034.81477,
2018-08-01,14170.5,3364.02,252.146,357184.1,214500.0,1040.30847,
2018-09-01,14205.0,3411.47,252.439,354713.1,211800.0,1042.58624,
2018-10-01,14207.4,3269.26,252.885,352659.8,214750.0,1049.36507,
2018-11-01,14261.0,3206.96,252.038,350579.2,220750.0,1055.93241,
2018-12-01,14453.5,3033.03,251.233,348725.4,217600.0,1053.84741,
2019-01-01,14430.5,3074.52,251.712,349181.9,220000.0,1057.81263,
2019-02-01,14408.5,3234.74,252.776,347042.0,226500.0,1061.62403,
2019-03-01,14582.9,3273.95,254.202,344576.4,217800.0,1060.50955,
2019-04-01,14633.9,3372.64,255.548,342389.2,215000.0,1066.83903,
2019-05-01,14584.1,2752.08,256.092,339741.2,218000.0,1070.98848,
2019-05-01,14584.1,3308.58,256.092,339741.2,218000.0,1070.98848,
2019-06-01,14743.5,3349.01,256.143,337052.2,221200.0,1071.72034,
2019-07-01,14822.7,3465.98,256.571,334195.4,212000.0,1083.2578,
2019-08-01,14903.9,3352.07,256.558,331898.0,215800.0,1083.41679,
2019-09-01,14997.0,3447.31,256.759,329290.3,212750.0,1083.89282,
2019-10-01,15123.8,3434.28,257.346,326248.5,214250.0,1086.58756,
2019-11-01,15270.4,3582.94,257.208,324828.2,217600.0,1081.04149,
2019-12-01,15422.8,3669.18,256.974,322277.7,225250.0,1091.98896,
2019-12-01,15422.8,3230.83,256.974,322277.7,225250.0,1091.98896,
2020-01-01,15405.2,3771.73,257.971,319848.5,211250.0,1091.05161,
2020-01-01,15405.2,3225.04,257.971,319848.5,211250.0,1091.05161,
2020-02-01,15392.7,2954.81,258.678,317141.9,212200.0,1097.53295,
2020-02-01,15392.7,3760.4,258.678,317141.9,212200.0,1097.53295,
2020-03-01,16066.4,2584.59,258.115,316422.7,2344000.0,1077.26934,
2020-03-01,16066.4,3050.0,258.115,316422.7,2344000.0,1077.26934,
2020-04-01,17126.6,3197.39,256.389,314287.5,4667750.0,1019.96128,
2020-04-01,17126.6,2912.43,256.389,314287.5,4667750.0,1019.96128,
2020-05-01,17791.8,3379.82,256.394,310302.5,2148000.0,996.58412,
2020-06-01,18130.9,3574.47,257.797,306229.6,1476250.0,993.75132,
2020-06-01,18130.9,3100.29,257.797,306229.6,1476250.0,993.75132,
2020-07-01,18280.4,3271.12,259.101,302865.7,1384250.0,992.17475,
2020-07-01,18280.4,3674.42,259.101,302865.7,1384250.0,992.17475,
2020-08-01,18349.4,3873.09,259.918,298715.7,918600.0,981.21123,
2020-08-01,18349.4,3500.31,259.918,298715.7,918600.0,981.21123,
2020-09-01,18572.9,3363.0,260.28,294628.9,851000.0,983.60749,
2020-09-01,18572.9,3837.84,260.28,294628.9,851000.0,983.60749,
2020-10-01,18717.1,3896.87,260.388,290587.7,789200.0,977.82594,
2020-11-01,19009.4,3621.63,260.229,286621.6,735250.0,977.30831,
2020-11-01,19009.4,4047.86,260.229,286621.6,735250.0,977.30831,
2020-12-01,19278.7,4210.78,260.474,282805.7,823000.0,974.5993,
2020-12-01,19278.7,3756.07,260.474,282805.7,823000.0,974.5993,
2021-01-01,19409.4,4304.63,261.582,279335.3,848800.0,963.27361,
2021-02-01,19567.0,4382.4,263.014,275064.9,804500.0,969.22455,
2021-03-01,19996.1,4381.92,264.877,270949.1,721500.0,966.40375,
2021-03-01,19996.1,3972.89,264.877,270949.1,721500.0,966.40375,
2021-04-01,20312.0,4181.17,267.054,266811.8,621000.0,965.3364,
2021-04-01,20312.0,4602.57,267.054,266811.8,621000.0,965.3364,
2021-05-01,20363.2,4595.37,269.195,263948.1,444400.0,974.5867,
2021-06-01,20439.4,4630.24,271.696,261673.6,394000.0,992.10859,
2021-06-01,20439.4,4297.5,271.696,261673.6,394000.0,992.10859,
2021-07-01,20571.0,4744.21,273.003,259065.9,392800.0,997.96926,
2021-08-01,20777.0,4832.62,273.567,256048.4,356250.0,1001.19737,
2021-08-01,20777.0,4522.68,273.567,256048.4,356250.0,1001.19737,
2021-09-01,20957.8,4810.15,274.31,254191.9,340500.0,1011.00178,
2021-09-01,20957.8,4307.54,274.31,254191.9,340500.0,1011.00178,
2021-10-01,21098.0,4786.79,276.589,252498.5,294000.0,1017.06997,
2021-11-01,21334.6,4984.09,277.948,251241.9,240000.0,1036.35653,
2021-11-01,21334.6,4567.0,277.948,251241.9,240000.0,1036.35653,
2021-12-01,21660.4,4976.69,278.802,250072.8,199750.0,1038.46675,
2021-12-01,21660.4,4766.18,278.802,250072.8,199750.0,1038.46675,
2022-01-01,21636.8,4515.55,281.148,248472.3,245600.0,,
2022-01-01,21636.8,4828.58,281.148,248472.3,245600.0,,
2022-02-01,21590.3,4640.68,283.716,247904.8,223000.0,,
2022-02-01,21590.3,4373.94,283.716,247904.8,223000.0,,
2022-03-01,21855.8,4533.37,287.504,247472.1,,,
2022-03-01,21855.8,4530.41,287.504,247472.1,,,
2022-04-01,21849.1,4508.24,289.109,247390.8,,,
2022-05-01,21555.2,4102.73,292.296,247698.6,,,
2022-05-01,21555.2,4132.15,292.296,247698.6,,,
2022-06-01,21585.4,3785.38,296.311,248017.4,,,
2022-06-01,21585.4,3905.49,296.311,248017.4,,,
2022-07-01,21578.8,3918.75,296.276,247933.0,,,
2022-08-01,21546.4,4167.51,296.171,247482.8,,,
2022-08-01,21546.4,3955.0,296.171,247482.8,,,
2022-09-01,21459.5,3850.52,296.808,248786.1,,,
2022-09-01,21459.5,3585.62,296.808,248786.1,,,
2022-10-01,21362.5,3726.05,298.012,250692.6,,,
2022-10-01,21362.5,3871.98,298.012,250692.6,,,
2022-11-01,,3856.1,,,,,
